,publisher,genres,title,price,id,developer,release_year
114934,Soul Forge,"['Action', 'Indie']",Pixel Star,2.99,367300.0,Soul Forge,2015
114935,Cleverweek,"['Casual', 'Indie']",Two Digits,1.99,371330.0,Cleverweek,2015
114937,TopWare Interactive,['RPG'],Two Worlds Strategy Guide,9.99,301210.0,Reality Pump Studios,2015
114938,TopWare Interactive,['RPG'],Two Worlds II Strategy Guide,9.99,302020.0,Reality Pump Studios,2015
114939,TopWare Interactive,['RPG'],Two Worlds II - Pirates of the Flying Fortress Strategy Guide,6.99,302030.0,Reality Pump Studios,2015
114940,DreamsSoftGames,"['Action', 'Adventure', 'Casual', 'Indie']",Tompi Jones,3.99,370310.0,DreamsSoftGames,2015
114942,John Cullen,"['Casual', 'Indie']",LOOP: A Tranquil Puzzle Game,4.99,370150.0,John Cullen,2015
114943,"Axis Game Factory, Inc.","['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Photo Editing', 'Software Training', 'Utilities', 'Video Production']",GeoVox,39.99,368470.0,"Axis Game Factory, Inc.",2015
114944,Mystic Games,"['Action', 'Adventure', 'Casual', 'Indie']",Zombie Zoeds,4.99,366890.0,Mystic Games,2015
114946,Warfare Studios,"['Adventure', 'Casual', 'Indie', 'RPG']",Vagrant Hearts 2,9.99,359670.0,Warfare Studios,2015
114947,Last Dimension,"['Action', 'Adventure', 'Indie', 'RPG']",Mystik Belle,14.99,332610.0,Last Dimension,2015
114948,Project tranquil,"['Adventure', 'Free to Play', 'Indie']",Dev Guy,0.0,351800.0,Daniel Jonathan Bourke,2015
114949,Deck13,['Adventure'],Ankh - Anniversary Edition,7.99,353980.0,Deck13,2005
114951,Random Thoughts Enterainment,['Strategy'],Crossfire: Dungeons,3.99,369370.0,Random Thoughts Entertainment,2007
114952,Dovetail Games - Trains,['Simulation'],Train Simulator: Epic Journeys,39.99,370960.0,Dovetail Games,2015
114953,Slitherine Ltd.,['Strategy'],"Warhammer 40,000: Armageddon - Glory of Macragge",4.99,353770.0,"Flashback Games,The Lordz Games Studio",2015
114954,InterAction studios,"['Action', 'Casual', 'Indie']",Chicken Invaders 4 - Christmas Edition,2.99,370400.0,InterAction studios,2015
114955,Strategy First,"['Action', 'Casual', 'Indie']",Unlimited Escape 3 &amp; 4 Double Pack,6.99,370970.0,Carlo D'Apostoli Projects,2015
114956,Tale of Tales,"['Adventure', 'Casual', 'Indie', 'Simulation']",Sunset,19.99,287600.0,Tale of Tales,2015
114958,Monogon Games,"['Indie', 'Strategy']",Interloper,1.0,356420.0,Monogon Games,2015
114959,Mastertronic,"['Adventure', 'Indie']",Epanalepsis - Soundtrack,4.99,372520.0,Cameron Kunzelman,2015
114960,Wadjet Eye Games,"['Adventure', 'Indie']",Technobabylon,14.99,307580.0,Technocrat Games,May 
114962,2tainment,"['Adventure', 'Indie']",Bunker - The Underground Game,3.99,354180.0,Nightly Studios,2015
114964,Mastertronic,"['Adventure', 'Indie']",The Epanalepsis Papers,2.99,373190.0,Cameron Kunzelman,2015
114965,The Game Creators,"['Action', 'Adventure']",GameGuru - Fantasy Pack,29.99,365530.0,The Game Creators,2015
114966,The Game Creators,"['Action', 'Indie', 'Simulation']",GameGuru - Death Valley Combat Pack,29.99,365540.0,The Game Creators,2015
114967,The Game Creators,"['Action', 'Adventure']",GameGuru Mega Pack 1,24.99,321140.0,The Game Creators,2015
114968,The Game Creators,"['Action', 'Adventure']",GameGuru Mega Pack 2,24.99,321141.0,The Game Creators,2015
114969,The Game Creators,"['Action', 'Adventure']",GameGuru Mega Pack 3,24.99,321142.0,The Game Creators,2015
114970,The Game Creators,"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']",GameGuru,34.99,266310.0,The Game Creators,2015
114971,Dovetail Games - Flight,['Simulation'],FSX: Steam Edition - Battle of Britain: Spitfire Add-On,19.99,360350.0,Just Flight,2015
114972,Factus Games,"['Simulation', 'Strategy']",Making History: The Calm and the Storm Gold Edition,4.99,371190.0,Muzzy Lane Software,2008
114974,PlayWay S.A.,['Simulation'],Car Mechanic Simulator 2015 - Visual Tuning,1.99,372870.0,Red Dot Games,2015
114975,Dovetail Games - Flight,['Simulation'],FSX: Steam Edition - Ultimate VFR Guam Add-On,9.99,364320.0,Mission Aware Technologies,2015
114976,InterAction studios,"['Action', 'Casual', 'Indie']",Chicken Invaders 4 - Thanksgiving Edition,2.99,370402.0,InterAction studios,2015
114977,astragon Entertainment GmbH,"['Casual', 'Simulation']",Construction Simulator 2015: Liebherr 150 EC-B,2.99,359780.0,weltenbauer. Software Entwicklung GmbH,2015
114981,Grey Alien Games,['Casual'],Regency Solitaire,9.99,351090.0,Grey Alien Games,2015
114983,Sekai Project,['Indie'],Love at First Sight,9.99,353330.0,Creepy Cute,2015
114985,Gameforge 4D GmbH,"['Action', 'Adventure', 'Free to Play', 'Sports', 'Strategy']",S.K.I.L.L. - Special Force 2 (Shooter),0.0,286940.0,"Dragonfly GF Co., LTD",2013
114987,devotid Media,"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",D Series OFF ROAD Driving Simulation,7.99,363430.0,devotid,2015
114988,Gameforge 4D GmbH,"['Action', 'Adventure', 'Free to Play', 'Sports', 'Strategy']",S.K.I.L.L. - Special Force 2 - Infantry Pack,19.99,317500.0,"Dragonfly GF Co., LTD",2013
114989,Gameforge 4D GmbH,"['Action', 'Adventure', 'Free to Play', 'Sports', 'Strategy']",S.K.I.L.L. - Special Force 2 - Special Force Pack,34.99,317501.0,"Dragonfly GF Co., LTD",2013
114990,Stolen Couch Games,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",Castaway Paradise - Town Building Sim,14.99,304950.0,Stolen Couch Games,2015
114993,Crashable Studios,"['Adventure', 'Indie', 'RPG']",Alum - Soundtrack,0.99,372100.0,Crashable Studios,2015
114995,benmakesgames.com,"['Action', 'Indie']",Mysterious Space,10.0,368700.0,Ben Hendel-Doying,2015
114996,Pugsley LLC,"['Casual', 'Indie', 'Strategy']",Breezeblox,2.99,370080.0,Pugsley LLC,2015
114997,"Midnight Oil Games, LLC","['Action', 'Indie']",Exostorm,3.99,350000.0,"Midnight Oil Games, LLC",2015
114998,GameIndica Entertainment,"['Action', 'Adventure', 'Indie', 'Simulation']",Predator Simulator,2.99,369100.0,GameIndica Entertainment,2015
114999,"Playful Art, LLC","['Indie', 'Strategy']",Geared,2.99,341770.0,"Playful Art, LLC",2015
115000,"Deck13, WhisperGames, DANGEN Entertainment, Mayflower Entertainment","['RPG', 'Early Access']",CrossCode,19.99,368340.0,Radical Fish Games,2015
115003,Flying Interactive,"['Casual', 'Indie']",Red Goblin: Cursed Forest,4.99,364480.0,Eerie Games,2015
115004,"KISS ltd, Funbox Media Ltd","['Action', 'Simulation', 'Strategy']",Broadsword : Age of Chivalry,19.99,312710.0,Hoplite Research LLC,2015
115005,Deion Mobile,"['Action', 'Casual', 'Indie']",Grey Cubes,0.99,371500.0,Deion Mobile,2015
115007,Lohika Games,"['Adventure', 'Indie']",Machineers - Episode 1: Tivoli Town,4.99,356090.0,Lohika Games,2015
115008,MangaGamer,['Adventure'],Higurashi When They Cry Hou - Ch.1 Onikakushi,5.99,310360.0,07th Expansion,2015
115009,Dovetail Games - Trains,['Simulation'],Train Simulator: LNER Peppercorn Class A2 'Blue Peter' Loco Add-On,19.99,277771.0,Dovetail Games,2015
115010,SimplexGameStudio,"['Action', 'Indie']",InsanZ - Dr.Test,0.99,372170.0,SimplexGameStudio,2015
115011,vikingfabian.com,"['Casual', 'Indie', 'Early Access']",Lootfest,0.99,367030.0,vikingfabian.com,2015
115012,JetDogs Studios,"['Adventure', 'Casual', 'Indie']",Sinister City - Soundtrack,0.0,370580.0,JetDogs Studios,2015
115013,Abyss Lights Studio LLP,"['Action', 'Free to Play']",Batla,0.0,338180.0,[geim].pro,2015
115014,Abyss Lights Studio LLP,"['Action', 'Free to Play']",Batla - Scout,4.99,353570.0,[geim].pro,2015
115015,Abyss Lights Studio LLP,"['Action', 'Free to Play']",Batla - Starter Pack,1.99,365840.0,[geim].pro,2015
115016,Flaming Pumpkin Ltd,"['Action', 'Casual', 'Indie']",Brain Guzzler,0.99,369860.0,Flaming Pumpkin Ltd,2015
115018,Devolver Digital,"['Action', 'Adventure', 'Indie']",NOT A HERO,12.99,274270.0,Roll7,2015
115019,Slitherine Ltd.,"['Simulation', 'Strategy']",Close Combat - Panthers in the Fog,39.99,368220.0,Matrix Games,2012
115020,Abyss Lights Studio LLP,"['Action', 'Free to Play']",Batla - Tank,4.99,353571.0,[geim].pro,2015
115021,Thomas Happ Games LLC,"['Action', 'Adventure', 'Indie']",Axiom Verge,19.99,332200.0,Thomas Happ Games LLC,2015
115022,Green Man Gaming Publishing,['Indie'],Quell,3.99,344480.0,Fallen Tree Games Ltd,2015
115023,Tiny Utopia,"['Casual', 'Indie', 'Strategy']",Soda Star,3.99,360720.0,Tiny Utopia,2015
115024,Green Man Gaming Publishing,['Indie'],Quell Memento,3.99,348440.0,Fallen Tree Games Ltd,2015
115025,SCS Software,"['Indie', 'Simulation']",Euro Truck Simulator 2 - Scandinavia,17.99,304212.0,SCS Software,2015
115026,Green Man Gaming Publishing,['Indie'],Quell Reflect,3.99,348430.0,Fallen Tree Games Ltd,2015
115028,Klei Entertainment,"['Action', 'Indie', 'Strategy']","Invisible, Inc.",19.99,243970.0,Klei Entertainment,2015
115030,PixelNAUTS,"['Action', 'Indie']",LOST ORBIT - Original Soundtrack,3.99,349810.0,PixelNAUTS,2015
115033,PixelNAUTS,"['Action', 'Adventure', 'Indie']",LOST ORBIT,11.99,282640.0,PixelNAUTS,2015
115035,Niffler Ltd.,"['Action', 'Indie']",Color Guardians,14.99,336840.0,Fair Play Labs,2015
115036,Angry Cat Ltd.,"['Indie', 'RPG', 'Strategy']",Ultimate Space Commando,9.99,341910.0,Creatio 49,2015
115037,Tin Man Games,"['Adventure', 'Indie', 'RPG']",An Assassin in Orlandes,4.99,335460.0,Tin Man Games,2015
115038,Tin Man Games,"['Adventure', 'Indie', 'RPG']",Curse of the Assassin,4.99,335450.0,Tin Man Games,2015
115039,AGC,"['Action', 'Adventure', 'Indie']",Despair,0.99,368990.0,AGC,2015
115040,David Wehle,"['Adventure', 'Indie']",Home is Where One Starts...,2.99,355970.0,David Wehle,2015
115041,rondomedia GmbH,['Simulation'],Airport Firefighters - The Simulation,14.99,350530.0,Visual Imagination Software GbR,2015
115042,Dovetail Games - Flight,['Simulation'],FSX: Steam Edition - Manhattan X Add-On,18.99,343956.0,Aerosoft GmbH,2015
115043,FireFly Studios,"['Simulation', 'Strategy']",Stronghold Crusader 2: The Emperor and The Hermit,5.99,349000.0,FireFly Studios,2015
115044,"ValuSoft, Retroism",['Adventure'],Age of Enigma: The Secret of the Sixth Ghost,9.99,362740.0,Casual Box Games,2011
115045,RAC7 Games,"['Adventure', 'Indie']",Dark Echo,2.99,368650.0,RAC7 Games,2015
115046,MumboJumbo,"['Casual', 'Strategy']",Luxor HD,9.99,361020.0,MumboJumbo,2015
115047,exosyphen studios,['Indie'],Hacker Evolution Source Code,24.99,364750.0,exosyphen studios,2015
115048,KISS ltd,"['Casual', 'Indie']",Blob From Space - Please Don't Stop The Music,4.99,348370.0,JosPlays,2015
115050,Peltast Software,"['Adventure', 'Indie', 'RPG']",Why Am I Dead At Sea,4.99,359400.0,Peltast Software,2015
115052,Carmine T. Guida,"['Action', 'Free to Play', 'Indie']",Quintet,0.0,340350.0,Carmine T. Guida,2013
115053,Square Enix,['RPG'],FINAL FANTASY IV: THE AFTER YEARS,15.99,346830.0,Square Enix,2015
115054,Black Shell Media,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Pongo,0.99,369000.0,Drixy Games,2015
115058,Versus Evil,"['Adventure', 'Indie']",Toren,9.99,320820.0,Swordtales,2015
115060,Aerosoft GmbH,['Simulation'],X-Plane 10 AddOn - Aerosoft - CZST Stewart,24.99,339390.0,Beti-X,2015
115062,magnussoft,"['Casual', 'Simulation', 'Strategy']",Egyptian Settlement Gold,7.99,367220.0,magnussoft,2015
115063,Evan Todd,"['Action', 'Adventure', 'Indie']",Lemma,14.99,300340.0,Evan Todd,2015
115064,Degica,"['Adventure', 'Casual', 'Indie', 'RPG']",Last Word,9.99,355530.0,Twelve Tiles,2015
115066,Immersive Douro,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",Shrooms,14.99,361330.0,Immersive Douro,2015
115067,KISS ltd,"['Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Simulation']",Selfie : Sisters of the Amniotic Lens,4.99,287140.0,Rail Slave Games,2015
115068,Sirlin Games,"['Indie', 'Strategy']",Yomi,14.99,287960.0,Sirlin Games,2015
115069,Aldorlea Games,"['Adventure', 'Casual', 'Indie', 'RPG']",Official Guide - Valiant,4.99,368510.0,Warfare Studios,2015
115070,Aldorlea Games,"['Adventure', 'Casual', 'Indie', 'RPG']",Valiant: Resurrection,9.99,368250.0,Warfare Studios,2015
115071,INSTEAD Community,"['Adventure', 'Free to Play', 'Indie']",Mainland,0.0,366800.0,"Vasily Voronkov,Ryan Joseph,Peter Kosyh",2015
115072,erm...,['Indie'],Beeswing,4.99,365580.0,J. King-Spooner,2014
115073,LemonOrange,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Spoko and Poko,3.99,365400.0,LemonOrange,2015
115074,Locomotivah,"['Indie', 'RPG']",Unheard Screams - King Leopold II's Rule Over The Congo,2.99,365080.0,Locomotivah,2015
115076,Vostok Games,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",Survarium - Explorer Pack,0.99,369490.0,Vostok Games,2015
115080,Aerosoft GmbH,['Simulation'],X-Plane 10 AddOn - Aerosoft - Airport London-Heathrow,29.99,339391.0,"Sim-wings,Aerosoft GmbH",2015
115081,Dovetail Games - Flight,['Simulation'],FSX: Steam Edition - Piper PA-36 Pawnee Brave 375 Add-On,19.99,355640.0,Alabeo,2015
115083,Winter Wolves,"['Adventure', 'Indie', 'RPG']",ToA: Seasons Of The Wolf - Bad Blood DLC,9.99,354190.0,Winter Wolves,2015
115084,Buka Entertainment,"['Casual', 'Indie', 'Simulation', 'Strategy']",Weather Lord: The Successor's Path,4.99,361970.0,"Yustas Game Studio,Alawar Entertainment",2015
115085,Coffee Stain Publishing,"['Casual', 'Indie', 'Simulation']",Goat Simulator: GoatZ,4.99,344450.0,Gone North Games,2015
115086,Slitherine Ltd.,"['Simulation', 'Strategy']",Decisive Campaigns: Case Blue,39.99,354600.0,VR Designs,2012
115087,Mastertronic,['Indie'],Sym,7.99,342100.0,Atrax Games,2015
115089,Nightdive Studios,"['Adventure', 'Casual']",Tony Tough and the Night of Roasted Moths,9.99,356210.0,Nayma Software,1997
115090,Atari,"['Action', 'Simulation']",Independence War® 2: Edge of Chaos,5.99,359630.0,Particle Systems Ltd.,2001
115091,Aldorlea Games,"['Adventure', 'Casual', 'Indie', 'RPG']",Millennium - Deluxe Contents,4.49,368410.0,Aldorlea Games,2015
115094,Interplay Entertainment Corp.,"['Action', 'Adventure', 'Simulation']",Star Trek™ : 25th Anniversary,9.99,359650.0,Interplay Entertainment Corp.,2015
115097,HandyGames,['Action'],Aces of the Luftwaffe,4.99,353940.0,HandyGames,2015
115098,Dovetail Games - Trains,['Simulation'],Train Simulator: CRH380D EMU Add-On,18.99,277770.0,Just Trains,2015
115099,Plug In Digital,"['Adventure', 'Casual', 'Indie']",The Travels of Marco Polo,6.99,366670.0,Totem Studio,2015
115100,S2 Games,"['Action', 'Free to Play', 'RPG', 'Strategy']",Strife® - Soundtrack,2.99,363830.0,S2 Games,2015
115102,Barnyard Intelligence Games,"['Action', 'Adventure', 'Indie', 'RPG']",High Strangeness,4.99,268340.0,"Barnyard Intelligence Games,Crystal Labs",2015
115103,Jochen Mistiaen,"['Action', 'Adventure', 'Indie']",Malebolgia,12.99,318860.0,Jochen Mistiaen,2015
115104,SCS Software,"['Indie', 'Simulation']",Euro Truck Simulator 2 - Norwegian Paint Jobs Pack,0.99,347190.0,SCS Software,2015
115105,SCS Software,"['Indie', 'Simulation']",Euro Truck Simulator 2 - Danish Paint Jobs Pack,0.99,347210.0,SCS Software,2015
115106,SCS Software,"['Indie', 'Simulation']",Euro Truck Simulator 2 - Swedish Paint Jobs Pack,0.99,347211.0,SCS Software,2015
115107,One Legged Seagull,"['Indie', 'Racing', 'Sports', 'Early Access']",Super Indie Karts,9.99,323670.0,One Legged Seagull,2015
115109,"Scrap Yard Productions, LLC","['Action', 'Casual', 'Free to Play', 'Indie']",Rustbucket Rumble,0.0,351140.0,Reactor Zero,2015
115110,Nival,"['Massively Multiplayer', 'Strategy']",Blitzkrieg 3 - Digital Deluxe Edition Upgrade,14.99,366650.0,Nival,2015
115111,"Scrap Yard Productions, LLC",['Casual'],Rustbucket Rumble Soundtrack,1.99,356780.0,Reactor Zero,2015
115112,Noumenon Games,['Indie'],Snakebird,6.99,357300.0,Noumenon Games,2015
115113,2Brains Games,"['Action', 'Strategy']",Snails,4.99,353260.0,"Jorge Lima,Alexandre Fontoura",2015
115114,Jujubee S.A.,"['Adventure', 'Indie', 'RPG', 'Strategy']",Spellcrafter,9.99,315680.0,Jujubee S.A.,2015
115115,Koga Tech Limited,['Utilities'],Controller Companion,2.99,367670.0,Koga Tech Limited,2015
115116,Questtracers,"['Adventure', 'Casual', 'Indie']",Alexia Crow and the Cave of Heroes,5.99,365280.0,Questtracers,2015
115117,DGform,"['Adventure', 'Casual', 'Indie']",Aspectus: Rinascimento Chronicles,4.99,342250.0,DGform,2011
115118,Bethesda Softworks,['Action'],Wolfenstein: The Old Blood,19.99,350080.0,MachineGames,2015
115120,PigelPix,['Indie'],Egg Returns Home,1.99,363790.0,PigelPix,2015
115121,Crowbar Collective,"['Action', 'Adventure', 'Indie', 'Early Access']",Black Mesa,19.99,362890.0,Crowbar Collective,2015
115122,iEntertainment Network Inc,"['Action', 'Adventure', 'Massively Multiplayer', 'Simulation']",WarBirds - World War II Combat Aviation,14.99,365620.0,iEntertainment Network Inc,2015
115123,Shadow Masters,"['Free to Play', 'Indie', 'Strategy']",Epic Arena,0.0,334030.0,Shadow Masters,2015
115124,Shadow Masters,"['Free to Play', 'Indie', 'Strategy']",Epic Arena - Brotherhood Of Order Pack,4.99,361541.0,Shadow Masters,2015
115125,Shadow Masters,"['Free to Play', 'Indie', 'Strategy']",Epic Arena - Legion Of Chaos Pack,4.99,361540.0,Shadow Masters,2015
115130,Shadow Masters,"['Free to Play', 'Indie', 'Strategy']",Epic Arena - Pirates Of Tortuga Pack,4.99,361542.0,Shadow Masters,2015
115132,Nightdive Studios,['Action'],MadSpace: To Hell and Beyond,5.99,351810.0,Maddox Games,1997
115133,Nightdive Studios,['Action'],Z.A.R.,5.99,351820.0,Maddox Games,1998
115134,Radial Games Corp,"['Action', 'Casual', 'Indie', 'Sports', 'Strategy']",ROCKETSROCKETSROCKETS,6.99,289760.0,"Radial Games Corp,Loren Bednar,Dr. Kimberly Voll,Lindsay Jorgensen",2015
115135,Radial Games Corp,"['Action', 'Casual', 'Indie', 'Racing', 'Strategy']",ROCKETSROCKETSROCKETS Soundtrack,7.99,362760.0,"Ben Lam,Power Up Audio",2015
115136,PlayWay S.A.,"['Racing', 'Simulation']",Car Mechanic Simulator 2015 - Youngtimer,24.99,361820.0,Red Dot Games,2015
115138,"DeXP, MyLifeGame.RU","['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation']",One Manga Day,0.0,365070.0,DeXP,2014
115140,GoodVole,"['Action', 'Adventure', 'Indie']",Sandmason,3.99,350620.0,GoodVole,2015
115141,Da Picky Monkey,['Indie'],Box Out!,6.99,356110.0,Da Picky Monkey,2015
115143,FireFly Studios,"['Simulation', 'Strategy']",Space Colony: Steam Edition,14.99,297920.0,FireFly Studios,2015
115144,Curve Digital,"['Action', 'Adventure', 'Indie']",Stealth Inc 2: A Game of Clones,14.99,329380.0,Carbon,2015
115145,Armor Games Studios,"['Action', 'Indie', 'Strategy']",GemCraft - Chasing Shadows,9.99,296490.0,Game in a Bottle,2015
115146,Jagex,"['Action', 'Free to Play', 'Massively Multiplayer', 'Strategy']",Block N Load,0.0,299360.0,"Jagex,Artplant",2015
115147,Finji,"['Action', 'Indie']",Canabalt,2.99,358960.0,"Finji,Kittehface Software",2015
115148,SNK Playmore,"['Action', 'Free to Play']",METAL SLUG DEFENSE - “Alien Army Pack” Vol.1,9.99,362550.0,SNK Playmore,2015
115149,SNK CORPORATION,"['Action', 'Free to Play']",METAL SLUG DEFENSE - “KOF Pack” Vol.1,14.99,361470.0,SNK CORPORATION,2015
115150,SNK Playmore,"['Action', 'Free to Play']",METAL SLUG DEFENSE - “Morden Army Pack” Vol.3,4.99,362590.0,SNK Playmore,2015
115151,SNK Playmore,"['Action', 'Free to Play']",METAL SLUG DEFENSE - “Morden Army Pack” Vol.1,4.99,362520.0,SNK Playmore,2015
115152,SNK Playmore,"['Action', 'Free to Play']",METAL SLUG DEFENSE - “Morden Army Pack” Vol.2,9.99,362530.0,SNK Playmore,2015
115153,SNK Playmore,"['Action', 'Free to Play']",METAL SLUG DEFENSE - “Nonpartisan Army Pack” Vol.1,14.99,362560.0,SNK Playmore,2015
115154,SNK Playmore,"['Action', 'Free to Play']",METAL SLUG DEFENSE - “Ptolemaic Army Pack” Vol.1,7.99,362540.0,SNK Playmore,2015
115155,SNK Playmore,"['Action', 'Free to Play']",METAL SLUG DEFENSE - “Regular Army Pack” Vol.2,4.99,362570.0,SNK Playmore,2015
115156,SNK Playmore,"['Action', 'Free to Play']",METAL SLUG DEFENSE - “Regular Army Pack” Vol.1,7.99,362500.0,SNK Playmore,2015
115157,SNK Playmore,"['Action', 'Free to Play']",METAL SLUG DEFENSE - “Ptolemaic Army Pack” Vol.2,7.99,362580.0,SNK Playmore,2015
115159,SNK CORPORATION,"['Action', 'Free to Play']",METAL SLUG DEFENSE,0.0,356310.0,SNK CORPORATION,2015
